a,b,c
2.575454427526978e6,1.2302987706897464e6,-3.3428559914273936e6
6.067762556645726e6,2.0279307999331208e6,-5.440269113422835e6
-158315.3651355828,-1.751150007221637e6,2.951708088897428e6
-2.2480860990909915e6,5.192113813608317e6,-629555.0155932698
6.742498580587662e6,2.1405057883915026e6,2.3294755251967637e6
-4.81439995593411e6,723167.7709147949,-2.5131675241247853e6
-5.073404392118351e6,3.8037053723740387e6,-2.872399996022979e6
-5.290779556559869e6,356112.5260546412,-6.467625266533532e6
2.88830105939047e6,3.1532506748428913e6,-268570.4163762985
597366.1913223261,5.061628684710908e6,-1.81119388109478e6
-1.218949191640682e6,-1.021713253441404e7,1.0163024144170364e7
3.278488550393582e6,-6.3087089031490795e6,-2.491241452096358e6
55525.12040075638,7.455212390488963e6,-285611.3154888978
-7.222261279969893e6,127786.28362440615,5.745887698425994e6
-4.812284242612717e6,1.7692100193604932e6,-8.25053118447545e6
-5.893533461838912e6,1.5325172306271123e6,4.552595856950848e6
2.1474966259948025e6,-4.291292725146094e6,-442018.12640097144
-196855.99392165008,4.379629632482578e6,-2.0302682494714982e6
-4.0006480503786895e6,8204.158613230024,2.0793150126030876e6
-5.660674741102947e6,3.93631634909135e6,81484.21199469501
-6.228366372580224e6,1.7560507081819626e6,-1.6248903918751841e6
-2.628988381009634e6,-200240.39773266955,-1.6912650861909683e6
3.225605001910422e6,-1.9780204482515967e6,1.7386142104065765e6
488760.6951758679,5.033558456384687e6,-95319.47015298756
7.188048881938456e6,-1.3546512716642658e6,719275.1846121759
-3.0694647471379554e6,1.0278755992764912e6,3.683179485580339e6
-3.0435602347017797e6,660210.0029441996,1.040482476567143e6
2.115784136798435e6,2.045274946601378e6,8.656874249848366e6
2.0266415776858171e6,-7.292530300921858e6,3.0204902119697775e6
-3.912198595848228e6,-2.279936006452682e6,-181634.79407804046
4.517045133356348e6,1757.1455505958193,409126.95744953584
-5.185179070363989e6,7.989069741982953e6,2.1752140708819213e6
5.840704380687758e6,3.9900318470393703e6,-1.0604860314461095e7
-5.708021652036852e6,-5.399127534153285e6,-1.3523502848407212e6
-1.0072103163807453e6,7.785847998535536e6,5.180161737139175e6
1.3312541540144407e6,-4.260937215546081e6,7.142715966105581e6
-4.362385126191153e6,259967.84133113304,495593.54846967536
5.398612682898987e6,-3.5210666170867253e6,-9.91765826592991e6
-1.000378966067506e6,9.020420418182379e6,-1.623142863177483e6
2.9152254618218523e6,2.017107838223151e6,-1.8211778782481258e6
-9.31410263833046e6,6.420620791784353e6,-2.529594266344865e6
-1.141759049043578e6,-7.743947874743087e6,4.0385530935240514e6
-6.601003397139501e6,3.5119679383879597e6,-5.850301819117122e6
627817.6997416998,-1.0470541530196266e7,759899.7288904357
-385940.5855451919,-3.906010614084319e6,-1.3043695679458883e6
1.200224319914371e7,7.745299637414113e6,3.4612982712672027e6
-2.3049390724514145e6,-1.1039783697856283e6,-2.3687974291121867e6
7.830649446762885e6,164601.07229172654,-2.5261837672625654e6
-1.4433326261766488e6,-3.2866399793549427e6,7.693267545589191e6
1.375239301827262e6,-3.183420673716754e6,-3.1054346393830786e6
-7.676095575077433e6,8.784532777130457e6,-440789.03456695005
6.506057193773228e6,-4.1879398618644555e6,882449.4686442544
-3.7701364981004824e6,-2.290030046776676e6,-4.500751458059808e6
8.73052945247923e6,-2.673920084598953e6,-1.0173745583203707e6
-6.368116344970273e6,-7.54159061151602e6,3.8810055000211517e6
799331.1024853685,-637677.9501676338,3.9937271804590058e6
5.373837756244297e6,-1.2943231603778904e7,-3.931360924766588e6
1.0980283855896296e6,8.8769425708979e6,-3.502945774523823e6
-6.304423311659813e6,-1.5838666219319047e6,8.830575537065785e6
3.8262199438981977e6,6.682296775236667e6,2.18212799261402e6
7.059151511954023e6,-2.1917334422680675e6,-136516.79411765593
5.986800366945725e6,2.1167745775865605e6,-8.75892735646725e6
-4.348176601093915e6,4.948794181203567e6,4.365811714368525e6
-353752.8666902145,523028.2920351211,1.5541243894415041e6
1.821971912408418e6,4.0177594020249783e6,-6.47972840428965e6
2.4129222507560514e6,739414.0617017414,5.489535513277354e6
-5.797548445590598e6,1.0275021275807446e7,-6.193365886708684e6
65687.27721378654,-2.9603983711263975e6,2.315135256775284e6
1.3097399463395977e7,2.6474520823374963e6,-406113.6067402144
-9.10528754068441e6,6.094817351463569e6,2.2225805168442396e6
-267649.5842774256,3.0332289855957604e6,-309248.08627830155
6.16107038351859e6,-2.9679767742424686e6,5.219836446015985e6
-4.729892059247134e6,-849341.9471019222,1.3116914012826737e6
-907619.9775126835,8.139722133822057e6,239072.94355118257
-1.8956613482178554e6,-5.439105084241102e6,413871.1894133702
3.323142519164001e6,-6.3232704032392e6,1.5569937825771049e6
-2.978068295971785e6,-7.9324019297990175e6,-2.9007168107401887e6
8.23430995677876e6,839755.5885508751,3.716144713340492e6
1.028733003678516e7,3.193189374193381e6,-1.53511675205479e6
-2.2537580490586758e6,7.965078464692005e6,-645369.3640131331
5.162111048878076e6,-883281.186630175,6.518872870718332e6
1.0958040787583822e7,6.824372400920344e6,968395.6642308561
-410163.98435875465,257397.09085195867,-3.9784809823121624e6
-329518.92878179054,30210.880144471663,1.2185848207920745e6
-6.740053918229306e6,1.1836123301211707e6,843742.9218704368
3.165175665818387e6,788932.7376319974,-1.4165686046724124e6
-6.2999247150756465e6,-2.725378445371251e6,-4.853106590005346e6
-1.8803598957008782e6,-5.605293472789018e6,-4.61911652514172e6
2.6963702838663007e6,-326616.37516407605,2.3038465420086468e6
-3.442559891042101e6,-2.3966709378479593e6,1.212959914973021e6
-529984.5026217153,9.830233355085297e6,86752.88113854198
230585.89536551043,2.640527889628646e6,-4.976650254781194e6
-1.8037694721982107e6,-2.677058879053527e6,-2.2474397336451584e6
-6.749790289156372e6,7.339556411631501e6,7.181891611209661e6
4.448551861667006e6,3.07155916253768e6,761573.3929727754
-4.13820032243694e6,1.082774308842315e7,-2.5989577071511475e6
-1.717919111241446e6,-1.2832705306796539e6,-3.1833668274548175e6
-1.991281273473946e6,3.337366726074959e6,626638.842902976
-4.9096972014518e6,-3.1399936259621875e6,-2.0044628098749423e6
-7.928942984726848e6,-4.7514104134918e6,3.1945044989971463e6
3.1663212727735657e6,-5.072395443307362e6,-6.525859819028785e6
-4.700205539917975e6,323902.40738938056,9.281104496541008e6
1.4929471234570185e6,-3.404978250733053e6,308389.8574549254
-6.356574485173889e6,1.796879736996821e6,846205.4806628792
-1.2209090115127142e6,-890963.397569702,-4.1508593942949814e6
5.747749802005422e6,417853.3450781329,-14697.481551585835
-5.615518407077375e6,-1.9453214341669986e6,-2.0717171359563686e6
-1.7277294135012245e6,-3.2249816623671986e6,-1.8358714435135478e6
6.721720030501549e6,5.049236161863656e6,3.471220618988434e6
6.343893958043502e6,-60103.41637227232,4.1873968812035527e6
4.753508964883696e6,-1.0220669754105665e7,-6.343094689095021e6
-6.926937374188849e6,-3.0951456417430555e6,2.3152645927984854e6
2.7869841607583873e6,-1.5995663285966536e6,3.4686058404695536e6
-839466.2980657871,-3.102751100157434e6,-5.270530391466423e6
273186.6033019868,-4.437947696948626e6,9.889244464507053e6
-654622.626837681,-3.4661401848464864e6,3.2324528867513756e6
5.728999441133287e6,-4.1888689773514234e6,2.185096753192967e6
6.059220669395645e6,5.088046992175483e6,-3.8767507117068944e6
1.0879588266607516e6,6.4794892409776e6,-3.9064326041394393e6
7.585688779023327e6,-9.276017540841881e6,1.6224417035381678e6
-908327.6069039531,3.906689290015665e6,3.1665005554743153e6
3.737867361122785e6,312179.84418950416,-410530.58799198474
1.873293819859233e6,-3.981762927747574e6,-2.8798472623434896e6
-268005.579288601,7.030567093018277e6,-557534.9387158075
-2.670662124949572e6,-1.2873324290169019e6,-6.615194347170272e6
4.823039465426549e6,-2.6806645965810553e6,-2.995570227976956e6
-9.852637053193862e6,-577376.8823899814,3.3353220875720643e6
-4.761156223157325e6,8.982847006063111e6,4.46942058150607e6
-901443.014502244,1.2364393105243752e6,-789390.1439708888
-33070.467961443275,854480.6086685869,-6.81439202573372e6
2.39782667090668e6,1.1193006733318947e7,1.6280631015415408e6
6.263280766465716e6,8.386900912059097e6,-2.5022822196710175e6
-7.177167651783335e6,3.2068824280916722e6,-2.314731788723905e6
108586.72920828474,4.264613934083595e6,5.813118468109386e6
-2.3296655159898847e6,885685.1939923042,122816.8529853556
448434.68060312927,-6.464772298724614e6,-1.0753649137115942e7
2.0591064132160188e6,-7.158093544049287e6,-715005.2055002538
-4.241043390687838e6,-7.119068755071516e6,2.8989952812166596e6
-8.51195438369257e6,495691.4669132294,1.2063414201812656e6
4.84322269252085e6,-5.888955541242019e6,-2.8382232723533562e6
-1.0222715098348984e7,7.413095849903035e6,4.712716979293034e6
-8.433462299507558e6,3.5827798555628182e6,-4.557492127717987e6
1.0509239752351937e6,-4.576716041236695e6,-3.2829946925311186e6
1.564983826014263e6,5.596061556259768e6,2.336243042117354e6
3.6987103052934837e6,-2.8843136585537978e6,-6.632673270901772e6
5.842332168360971e6,-840886.7303743042,7.9046006451148875e6
-656099.5830697269,9.295953502597904e6,-4.070781680594849e6
-1.25755765339732e7,-4.703791859753664e6,2.7534991019951967e6
2.121912455154786e6,1.3355546186186085e7,-6.385304428329355e6
-1.495137451962573e6,166619.1484517731,4.375200799683784e6
-29739.99801526708,-4.844348313403692e6,186769.19051481495
-6.629397292158757e6,-2.713754218803145e6,-5.159189069201196e6
-3.986466577865144e6,1.1331974191323658e7,6.894687397348274e6
26654.77594889961,-3.957101754913876e6,-1.943411333533497e6
-4.089072614970443e6,2.2073681471814187e6,3.387208121663745e6
3.8912169251476484e6,-2.3975583914519046e6,1.400181896559878e6
5.274970848220422e6,1.2107907455411054e7,87652.91671490611
-7.242805551931952e6,-1.965667398689015e6,4.382953235843831e6
-1.9754575434362348e6,4.615170959955416e6,2.0500067213027978e6
1.0897219320533066e6,3.507267277882108e6,4.909582078864567e6
1.3636526393425858e6,-2.680457407516369e6,3.399201037701529e6
2.6929569325137297e6,-9.55634925939865e6,-3.974727397176838e6
-1.5496690780720778e6,5.824342131107884e6,6.024416589181595e6
2.6557317813404785e6,7.450714396330978e6,3.481613913764739e6
-6.923616621844742e6,4.1196679072001614e6,-1.3893074447370444e6
-8.27242437160036e6,-4.1146910147520686e6,5.660213865694758e6
3.555391032260758e6,-8.9974376645654e6,5.407878767236486e6
-1.1856288145604564e6,5.425160690472241e6,3.1558744198266845e6
-982003.9501675721,7.649874800633135e6,-7.714545477238332e6
2.7125461178680426e6,3.8078041401630975e6,2.651614596697402e6
1.0550771064917333e7,1.178233123064311e6,-1.1193595333268126e6
-1.1480602517047483e6,4.780941940146151e6,-3.8295090786089874e6
1.3291831936507113e7,338446.49178099073,636383.3313801581
-7.595069674428578e6,7.040681285759592e6,3.904532590363138e6
3.7604719270783914e6,-1.7728953943760742e6,3.8095654713593824e6
-4.719600796940222e6,873969.7782313662,-1.618326370956521e6
7.07876429113334e6,-1.4806692606017338e6,-3.311679159082863e6
-2.3730739250797164e6,7.595243655017171e6,-4.932557052799089e6
-3.814166215793767e6,1.4936707253709338e6,2.0537950805607815e6
-1.424982245354291e6,-2.421522825976523e6,1.0170769064504734e6
6.391962875982715e6,-3.495530537977328e6,-1.4625810207191897e6
3.2101254912602133e6,5.718625611310056e6,-4.964838900563266e6
-7.207126951430555e6,1.7247511475419584e6,1.0066636252004448e7
-4.299155328506294e6,-6.489422543241023e6,-4.205961408321543e6
-17693.60918661064,1.0240507260399891e7,-8.971691268179689e6
4.1231131020695916e6,1.0083533980741367e6,-1.2604410582222077e6
685680.7632547172,-3.9332261542645623e6,-5.319490404748986e6
-2.1889201044216864e6,-5.898580591737042e6,-9.23975932731009e6
4.481017412477048e6,783929.0663776417,-4.308479219866273e6
3.6166255168704e6,-7.11575271607516e6,2.4345662271467512e6
-176137.20041492063,2.3695175613229545e6,940994.7143205098
-4.447661394698491e6,-4.559445285769902e6,1.2667659043302624e7
5.358844749490501e6,4.0162498097620476e6,-2.9743673505932884e6
-1.0840976843455266e6,-2.780933959133705e6,1.4925379141823605e6
2.253415386676155e6,9.078188737035623e6,-329619.6943396115
2.7264858243287266e6,2.711516478820989e6,686993.3767583304
-4.349867851971733e6,-728771.3409900569,3.750461074632532e6
-2.7142415727342675e6,-1.8573678568036598e6,-942834.478128555
4.678770928308542e6,-5.95113274120112e6,3.435982044625933e6
-2.756129238679913e6,5.4046094720909055e6,9.9769956729082e6
1.243739806710901e6,-1.2621506975341365e7,367066.5860018979
3.809058228464328e6,4.9092023819288425e6,-8.7087306114758e6
7.8669661207978865e6,1.1741498464195555e7,5.796848475762903e6
-5.04435645302619e6,1.4416610995562501e7,1.1631995119871786e6
742327.0624120552,2.9595641067805947e6,3.3711998134662053e6
-1.177957780710859e7,-4.683373570922069e6,5.331832877221842e6
4.8835454875280745e6,3.231181006879916e6,1.2497049640990407e6
-4.0162190402247105e6,2.629430475766137e6,2.0897455526282613e6
2.7564801372537273e6,3.320352965410067e6,-6.776136020605651e6
610367.4996784211,-5.867842798803981e6,-8.364375922913308e6
-1.4195317816630164e6,2.6939206256238855e6,3.2804226444107597e6
1.0411220506208659e6,-4.431115075972087e6,2.52779111886397e6
2.3813380770618976e6,-7.844823418849979e6,-6.54332007667762e6
-3.3843398014568514e6,105315.11677122234,3.2455922278426187e6
-5.85817950395948e6,2.0571550070962654e6,1.9548356700976223e6
-7.716745958169375e6,486846.8117091018,-1.8796474125340877e6
-2.7985836918169325e6,-1.0979221861740189e7,1.324121077253692e6
62399.15251289428,-4.535403863641727e6,-6.870460370469553e6
-4.135225122494625e6,9.260493568620784e6,5.073335310939934e6
1.7292014853193194e6,-6.495996252981749e6,-3.6515735628111484e6
352188.0995587548,-5.042771584717729e6,1.1932601647941433e7
-5.534721423388197e6,6.836941416181317e6,2.807667249569372e6
-1.5156547908293589e6,5.149987651654483e6,3.160185423056087e6
3.3957543640798843e6,8.93495436421795e6,-1.9100718264712582e6
-3.6184401683693244e6,6.054416526372313e6,235359.4085212102
-1.0403122283477429e6,2.4385406780499304e6,-943824.0889164332
-3.4511917225679993e6,-1.6311029426120594e6,7.597567605775761e6
-230087.86987062907,-3.921314658099963e6,199785.08506121853
7.7234590381491e6,211256.4589210617,-6.161338331220259e6
281461.5319283277,-1.1570037859186914e6,-2.948181934180538e6
-7.225937321111396e6,-301657.5262745883,-2.756033729120273e6
3.439575324676158e6,-3.079166202819906e6,-5.113537963942648e6
-2.0455866170550014e6,3.857452292255356e6,2.098280285029584e6
-6.549084255558612e6,8.59537615797154e6,1.3027909817299282e6
2.5656441816199706e6,-3.2289934965836206e6,-8.567730089263486e6
-7.24532161449686e6,-3.1664147663462656e6,5.477413548497196e6
-8.80794157218875e6,7.8430268539785165e6,8.242535609070454e6
2.2765254790303363e6,7.43668645114488e6,-1.2106731937739137e6
2.9869703915362246e6,4.903861272994538e6,-2.515056908335086e6
-3.8990034852423994e6,6.718465290294889e6,4.1304147152206698e6
-1.0019698973321931e7,-2.607973729840869e6,7.610428134023295e6
-7.926771655126049e6,-5.295721306369745e6,-8.213561654792837e6
4.587223352240905e6,-1.483897577668354e6,-167926.85834971053
3.3157505551078147e6,-4.884694460621258e6,5.9218433049978055e6
-1.0323951869936116e7,1.9818627947086045e6,-7.962171232485313e6
2.3248469360350817e6,3.338729824971784e6,8.183669414493739e6
-4.997309592840935e6,-7.947538378388831e6,4.0172244285631743e6
-602930.9825207387,-4.543787289823416e6,3.9266743790339152e6
-1.3822804898378286e6,3.8830998090717574e6,-8.387692894015904e6
-5.679931500781521e6,5.088616554195438e6,4.0147333716442934e6
9.30169647940085e6,7.791307869584064e6,-6.1651619130409565e6
59826.34716107878,2.439170936439783e6,1.3971699100352405e6
-4.241527282965443e6,2.1659638222456197e6,-8.379025775573373e6
3.3137931382069318e6,-6.320254163894004e6,-1.1675285461699704e6
-9.860127087717813e6,-1.27164415624144e6,2.5607319232823304e6
-2.368529718000656e6,-6.047017097830112e6,3.8604208079494485e6
-7.078024081952519e6,-4.799512982866805e6,-5.428482901372864e6
8.90747632617478e6,-2.7795759852826074e6,3.8176672813677397e6
6.574764995375432e6,-3.532399913784387e6,-4.339934900558876e6
4.034457078022442e6,1.6291269934710837e6,-1.0861843447422276e6
1.3792646637294188e7,3.3340722581535317e6,-1.4643662062846438e6
-1.0152819472884111e7,1.5896395828753812e6,-3.4454724094109125e6
7.190229063302074e6,6.205306008334851e6,-1.5553709005041919e6
1.2077983235850632e6,-2.7296181451433375e6,-4.246912706743934e6
7.157025947681884e6,4.509462104564226e6,234373.02838625218
-6.056862094204767e6,2.627833860842941e6,3.745829070350589e6
-636362.9663701908,8.892799010288976e6,6.30217811651388e6
6.746391569588828e6,848723.180014633,-3.477761764417589e6
-5.550312560170419e6,8.06001993301167e6,4.0177393603089536e6
-4.49510424704176e6,2.0433022260696378e6,-1.518832542623274e6
8.722426966017904e6,1.4107784963689453e6,-887037.1921855805
-1.3018021970242758e6,5.326754151762984e6,6.22470831347346e6
-6.765424350379395e6,-1.6476905169152683e6,8.114685958032765e6
-9.253147275117008e6,4.792148801819834e6,-6.244213015185086e6
45649.108181258904,5.099451703236097e6,2.3588100369625464e6
-2.925090523411081e6,627940.0183133984,9.95465775904066e6
5.237729053762238e6,3.576774778859651e6,-4.3649797331079105e6
2.392174462214716e6,-5.274399578807391e6,1.8135004559367038e6
3.1389250473010223e6,1.1318788244174642e6,-207959.99970245137
-3.755063592346705e6,4.743489238148545e6,-2.0502648795711051e6
-1.0666345953567255e7,3.8539144707381395e6,-5.410903794440723e6
145243.08672638412,-1.1476997930420944e7,-605383.1208078351
-8.153868660386292e6,-3.433814126915295e6,8.300967150688476e6
-30472.967811594655,-3.2917635285450076e6,-2.7046951413583444e6
-1.2736788145566226e6,3.9029030957524786e6,-5.275149658117719e6
5.850881243812167e6,-4.985012352086132e6,4.350897227141311e6
-785581.7219609091,-4.243718148797821e6,3.871642570379592e6
-8.407694571902622e6,1.789896459695163e6,-1.8685567240708128e6
504823.26633536007,-564966.3049192914,1.7684396696654512e6
-769797.5948928932,-4.004112822417834e6,-6.656911651934888e6
-957781.3207658265,338310.70395173813,1.719857727138185e6
-721553.336522557,-1.2774374323073348e7,471428.4543115065
-8.561475019633202e6,929775.7027656062,-8.65271642763927e6
4.279664482924893e6,7.68407753741e6,153984.37578154946
4.514391518972456e6,-2.1317267451175232e6,3.5129105597653813e6
1.848761932089367e6,5.862693721709205e6,1.0724593364776985e6
516410.1194549264,3.388278057973324e6,4.0426690669677574e6
-2.591298121903222e6,-1.7437656930165384e6,-1.9416402633476406e6
-8.371199548766443e6,1.8112716653776607e6,-2.4059953690125495e6
8.076474203160717e6,2.23140128025598e6,2.2086326776274187e6
-2.7270826284922557e6,-4.60304240516282e6,8.61111790228545e6
-5.6315669490314275e6,1.9420961136821345e6,-3.259915453932957e6
3.710823034416612e6,-9.688183153158732e6,-2.166738096784148e6
-1.072672827126231e7,759621.575231667,-4.723351550418966e6
1.430552215157331e6,-2.714002206254455e6,-2.0843234954263475e6
-4.229155189288341e6,-4.1552485992690856e6,5.3406537173203565e6
5.770466808089112e6,-7.976773341800444e6,-4.662135331354602e6
1.0870357111599067e7,-2.4931099123804322e6,2.69015501834006e6
2.8187403229071056e6,-3.034275196998871e6,2.9538878527206974e6
4.58558152954858e6,3.081366870486605e6,-5.043610477345999e6
-2.9797358802297846e6,-1.3310530350239603e6,-3.9153639492218243e6
7.998605102464475e6,-3.8704368179184534e6,8.846365153960858e6
-7.368719593116667e6,3.760450779185307e6,4.421952431243926e6
1.7959935879281715e6,-2.193311888663117e6,-447747.5301384944
1.5507091783636403e6,6.579423692748622e6,-1.1447183414219902e6
4.008743502234791e6,5.230537276606146e6,-3.4863397206681417e6
-8.046034491982819e6,1.1515524778273402e7,3.0223938510945337e6
4.967786922925372e6,-6.382320420440411e6,-1.9947304532803204e6
362314.719546538,-4.215097555643159e6,3.186320555773917e6
4.411104436745516e6,2.6973635200908403e6,-4.938429719552945e6
667880.9871474989,1.2162256092527453e6,8.74853493224982e6
-4.578998876941536e6,8.378048305621653e6,-5.75967466713164e6
-8.007293074069196e6,4.1391253906319574e6,2.6454948345001875e6
-1.2310614807368979e7,-3.8495806701103314e6,-7.925765681036244e6
-6.617599247512204e6,1.4950127725839766e7,-663452.1685228434
-174264.57684933796,-6.732905302444726e6,6.000842210754034e6
8.667251703450847e6,3.328981465244332e6,2.0370184428616625e6
7.142650960420005e6,1896.7110329114569,-6.484829344404046e6
96819.73302318984,364835.7614550687,3.651258726126693e6
-8.190939124149676e6,-6.798735493972371e6,-3.682806854631506e6
-2.9548242569831884e6,6.921273821636256e6,-3.4222665816764003e6
1.6403891818756107e6,-7.854063678607406e6,3.5520794303426305e6
-1.2666244535747503e6,7.221040620711565e6,-5.074203902709049e6
-1.307166208532695e6,-1.0772219398895449e6,4.00446661635795e6
91122.6476384877,-2.9531255697234757e6,-8.004466387818575e6
950336.6043776284,-3.666082797670914e6,-1.0791500740845747e7
4.618916167857467e6,2.4991065081450227e6,304755.7023923914
1.3214316988911768e6,-2.272533180218857e6,995645.4688036498
-4.75502305172023e6,4.656158961536858e6,-922830.7015238199
-3.3258677282943064e6,1.7598025772044626e6,-7.447764867259776e6
-4.0126829453378315e6,-5.31970778928612e6,-1.957013277942767e6
757140.1151059651,-1.1780599122736556e7,462005.7642173061
5.884159906025489e6,265318.40369313303,9.103610414496677e6
4.620503569230053e6,-4.1181529149827124e6,-8.075627387550277e6
7.090796999770445e6,-6.906745996880013e6,1.5424626260855366e6
-9.900420677281553e6,-1.1873719632629344e7,-1.0471624106022724e6
-7.539228191075869e6,7.27086007148501e6,-397524.71915082284
4.1042781271651536e6,-5.648618626232962e6,7.958531609000433e6
-74763.9264148173,-737075.6892352337,-2.3804332056772485e6
6.037936667399524e6,4.802232943171886e6,82637.84432035197
499842.5157325887,7.382814399893404e6,-4.519982257514927e6
3.803001950803401e6,15943.31465376809,4.896695613447816e6
220863.11944938794,904177.9157565752,-4.7860565886840075e6
906872.4086691632,-3.291284027917205e6,4.307870327409785e6
-1.6624528940701801e6,-9.194098441386249e6,1.0136209793541092e7
-3.9235547009571665e6,-4.413095682513778e6,2.7025722269889903e6
-2.1552783849933236e6,1.4952108363928716e6,4.2480726064275745e6
9.574888004683765e6,5.510655673523328e6,1.1479949994083245e6
6.444936074357679e6,7.779510221339417e6,-3.5192830815587207e6
-410106.1079132788,1.9634536660602319e6,3.8352644421783183e6
-4.238060592715375e6,-7.311573033071554e6,-4.818786201663521e6
1.720840821785337e6,-5.431707782103853e6,1.0975555012732737e6
-1.0881260333907591e7,-5.637021523060351e6,9.557180718444785e6
-2.7916208049836215e6,6.850601693885291e6,-9.611092525996376e6
2.689920677955659e6,-3.0516942224717527e6,5.622739945799887e6
-549980.8541164965,-805393.5607869618,-1.870844319288541e6
-1.419536418302362e6,-5.028176261926824e6,3.7005576681090947e6
5.3196036369629e6,-1.321659452685276e7,2.1181250519199823e6
-4.689485162556151e6,-3.454140304390294e6,-2.1525167897763615e6
-1.1422378862379778e6,-7.559852951555763e6,1.0373062136168346e6
2.0285035586742018e6,-854775.4111448342,6.588247668634412e6
-2.5780212739197044e6,2.8062980128979e6,-3.394657661271345e6
-7.334164296667311e6,-7.882618898982374e6,-5.712772388618796e6
3.6578070414129277e6,6.3552886774168005e6,-3.4663642959048306e6
-682123.7054260705,3.910554343058298e6,641818.8581091936
6.941862289564013e6,2.3808114855835624e6,-6.932213597421531e6
4.803289652944153e6,-2.5755616688858946e6,694675.2582312692
-8.39942858457102e6,861900.1753325748,1.3337732421415485e6
8.738425012059363e6,-4.0094200023593465e6,-2.8446633596637524e6
-214290.4192084737,-1.620412189639686e6,-2.245818039329241e6
-8.514255018150862e6,7.71290671508343e6,-3.7631311839279234e6
-5.000150399098655e6,1.9874327336424757e6,5.888599069008783e6
2.257155596058874e6,7.909657362465853e6,-3.6601608716466697e6
-3.603486179416164e6,-1.1210319145195503e6,4.737432002019122e6
-665337.3798969482,5.238121979704969e6,-6.4502328950084075e6
-3.303037349755083e6,-3.5811136051352303e6,245694.25689747516
1.0944896742155954e7,4.591575819545167e6,558711.9168127493
4.561197663107658e6,-3.291815481578969e6,-5.138539272135021e6
3.740041613406762e6,-9.218727534879198e6,582442.8686347526
-3.5129266846471657e6,5.537445305289126e6,6.52144959016167e6
4.1940420051751174e6,-1.1270888204945184e7,-4.443623019531066e6
-3.6444760666909e6,314295.4035947866,-2.8153858013282064e6
-1.060713382227827e7,2.6222932899541473e6,-755052.3078075736
-4.117794867319597e6,4.758899866850898e6,1.4514966420464363e7
7.019503893416387e6,-1.3980806488261272e6,-730365.9626249055
4.987866620419806e6,7.97181163564397e6,1.051179188792443e7
1.7448331240268478e6,2.0914728766782957e6,-7.732826200734878e6
-3.1941568217314715e6,2.118668593581748e6,-5.868910266062294e6
-1.5520593133609097e6,3.603709675945046e6,-787115.6202037798
-314002.5633413779,-2.4688262214807263e6,218577.26504313172
-8.1354738051706785e6,-2.1652313734652186e6,9.548716851115426e6
329673.1879792437,2.571509575146249e6,-1.8734720851859872e6
-1.2550729510415606e6,980378.163521162,1.9427337350339182e6
-1.900659945821055e6,1.0854234125942595e7,9.700852618261142e6
-2.366546205525044e6,8.045612609575226e6,-6.450738082326125e6
408148.5875047646,2.8926533825674895e6,127973.43751388315
-3.179368016287426e6,-5.646662740091609e6,4.875392349211305e6
1.966327789594737e6,-424091.84532862034,-4.244801232807647e6
8.541113427776461e6,-8.86170491291035e6,-2.2916925064732297e6
-2.725397330619265e6,2.156067949547036e6,3.619424839493571e6
5.18067450106424e6,908577.9877784186,-872166.733060373
2.0642179767376168e6,-8.335517075430762e6,1.848172478110917e6
-3.0068708641488357e6,7.6559742779506985e6,-6.910255582518362e6
-1.831488353769328e6,-3.2110561678296877e6,-1.6220302649016913e6
-4.344610538909736e6,-408132.04406405886,1.403945389337177e6
4.822465584687994e6,-1.8164281229482093e6,3.6326240481890957e6
1.0269617671229395e6,5.047585624478035e6,3.599120856329015e6
-3.3395706617449475e6,-4.797087568202247e6,-3.9244221503641866e6
5.705268638529465e6,-646198.7636778762,-3.685145561007564e6
7.3370096831501e6,-725602.5977910246,-3.41899669919688e6
-362641.47608949913,1.862752505939224e6,7.272688672508652e6
5.517971568035064e6,1.2569816324697186e6,-1.651157481594462e6
-3.8964521926926835e6,-1.2504451944975953e6,3.4883362523540333e6
4.379196889069984e6,5.326242877764215e6,981778.6438440129
220092.7997377066,2.8100739397746543e6,6.410491434000767e6
-4.331968847031697e6,8.110773087326107e6,2.3528489260113914e6
-2.9535658015992567e6,890956.871396813,-2.262965206467043e6
8.219383520277812e6,6.827418788946549e6,4.315060910333161e6
13405.31975600066,4.877699883718968e6,2.9551672080544205e6
-1.1065151389714913e7,3.332942336794848e6,-1.0809615103646109e7
-1.225677590125765e7,685617.447844177,-971647.3958611677
-9.352709567805104e6,-6.519377683329435e6,3.7072053267063415e6
-5.874216248502477e6,-695502.281167531,483648.87049472384
-1.9629988760008651e6,1.5355353977054881e6,6.496241240235703e6
-2.329471066092814e6,5.771683693748332e6,-1.0747836715372382e7
-1.7775112147038793e6,-8.097821254080959e6,-1.418301942133233e7
309677.4582054221,1.723003699574741e6,-4.972013289825818e6
-1.1639545593392013e6,5.982531254696877e6,897108.0519539186
1.6177086175705926e6,6.0030001739035575e6,-7.323154346653622e6
5.892834470065366e6,4.990198909304815e6,675507.6930744958
5.201611313662915e6,1.0200567385583434e7,6.360410228474908e6
-3.7143667215161147e6,-1.6211153798662545e6,-3.0705949745103284e6
5.667355256466804e6,3.2165975251945383e6,-1.4427653796519856e6
1.130687326392825e7,6.897881847134703e6,4.508861743994218e6
